"AÑO","DEPARTAMENTO","PROVINCIA","MUNICIPIO","No. ACCESOS FIJOS","POBLACIÓN DANE"
2021,"Choco","ATRATO","QUIBDO",17378,137257
2021,"Boyaca","NEIRA","CHINAVITA",24,3295
2021,"Boyaca","SUGAMUXI","GAMEZA",68,5028
2022,"Boyaca","OCCIDENTE (BOYACA)","SAN PABLO DE BORBUR",49,6944
2021,"Santander","GUANENTA","BARICHARA",821,10873
2021,"Cundinamarca","SUMAPAZ","SAN BERNARDO",20,9101
2021,"Magdalena","RIO","PEDRAZA",77,10062
2022,"Antioquia","NORDESTE","SAN ROQUE",2297,22563
2021,"Quindio","VALLE","LA TEBAIDA",5308,34644
2022,"Boyaca","OCCIDENTE (BOYACA)","OTANCHE",422,8414
2022,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","TULUA",44387,230830
2021,"Cundinamarca","TEQUENDAMA","ANAPOIMA",1985,16085
2022,"Magdalena","NORTE (MAGDALENA)","PUEBLOVIEJO",445,33351
2021,"Cundinamarca","ALTO MAGDALENA","RICAURTE",4138,14367
2022,"Putumayo","PUTUMAYO","COLON",195,5719
2022,"Cundinamarca","SABANA OCCIDENTE","TENJO",4734,25180
2021,"Narino","NORTE (NARINO)","ALBAN",313,9860
2022,"Boyaca","RICAURTE","ARCABUCO",151,6179
2022,"Antioquia","URABA","ARBOLETES",1485,31470
2022,"Magdalena","NORTE (MAGDALENA)","FUNDACION",7048,73170
2021,"Antioquia","OCCIDENTE (ANTIOQUIA)","SABANALARGA",504,9409
2022,"Meta","ARIARI","GRANADA",3136,73890
2021,"Cordoba","SAN JORGE (CORDOBA)","BUENAVISTA",388,22138
2021,"Bolivar","DIQUE BOLIVARENSE","SANTA CATALINA",24,15547
2022,"Meta","PIEDEMONTE","RESTREPO",3208,19583
2021,"Magdalena","RIO","SITIONUEVO",563,29607
2021,"Cesar","SUR (CESAR)","LA GLORIA",192,18909
2021,"Antioquia","OCCIDENTE (ANTIOQUIA)","SAN JERONIMO",5333,16081
2021,"Cundinamarca","TEQUENDAMA","TENA",84,10513
2021,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","YOTOCO",716,16321
2022,"Huila","NORTE (HUILA)","PALERMO",1537,27896
2021,"Boyaca","LENGUPA","ZETAQUIRA",235,4793
2021,"Boyaca","OCCIDENTE (BOYACA)","SAN PABLO DE BORBUR",31,6876
2022,"Meta","CAPITAL (META)","VILLAVICENCIO",118266,569806
2022,"Antioquia","ORIENTE (ANTIOQUIA)","SAN RAFAEL",1528,16352
2022,"Boyaca","SUGAMUXI","GAMEZA",120,5061
2022,"Boyaca","TUNDAMA","CORRALES",202,2631
2022,"Boyaca","LA LIBERTAD","PISBA",9,1847
2022,"Boyaca","CENTRO (BOYACA)","SORA",57,3178
2022,"Narino","SUR (NARINO)","ILES",283,7906
2022,"Casanare","CASANARE","AGUAZUL",4358,39847
2021,"Boyaca","CENTRO (BOYACA)","CUCAITA",19,3876
2022,"Boyaca","NORTE (BOYACA)","LA UVITA",12,3146
2021,"Boyaca","RICAURTE","VILLA DE LEYVA",3039,17106
2021,"Antioquia","MAGDALENA MEDIO","MACEO",586,8495
2021,"La Guajira","SUR (LA GUAJIRA)","FONSECA",5012,47885
2021,"Tolima","NORTE (TOLIMA)","ARMERO",1512,13317
2022,"Cundinamarca","GUALIVA","NOCAIMA",291,6838
2021,"Meta","PIEDEMONTE","EL CALVARIO",13,1817
2021,"Santander","GARCIA ROVIRA","MALAGA",1421,21226
2021,"Cesar","CENTRAL","CURUMANI",852,41199
2021,"Boyaca","TUNDAMA","SANTA ROSA DE VITERBO",223,13663
2021,"Antioquia","URABA","VIGIA DEL FUERTE",207,9502
2022,"Boyaca","GUTIERREZ","GUICAN",12,4441
2021,"Boyaca","GUTIERREZ","EL ESPINO",11,3141
2022,"Boyaca","ORIENTE (BOYACA)","SUTATENZA",12,4413
2022,"Amazonas","AMAZONAS","PUERTO ALEGRIA",2,774
2021,"Boyaca","OCCIDENTE (BOYACA)","COPER",8,3712
2021,"Boyaca","VALDERRAMA","CHITA",169,8135
2021,"Tolima","SUR (TOLIMA)","COYAIMA",480,23280
2022,"Narino","NORTE (NARINO)","ARBOLEDA",81,8979
2022,"Caldas","ORIENTE (CALDAS)","LA DORADA",17174,74610
2022,"Casanare","CASANARE","LA SALINA",21,1388
2021,"Tolima","SUR (TOLIMA)","PLANADAS",425,26972
2022,"Quindio","CORDILLERANOS","PIJAO",294,5389
2022,"Meta","ARIARI","LA MACARENA",617,28525
2022,"Santander","GARCIA ROVIRA","SAN JOSE DE MIRANDA",173,4389
2022,"Narino","SUR (NARINO)","POTOSI",22,10658
2021,"Cundinamarca","RIO NEGRO","EL PENON",87,5000
2022,"Meta","PIEDEMONTE","EL CALVARIO",13,1843
2021,"Tolima","SUR (TOLIMA)","RONCESVALLES",217,5583
2021,"Santander","COMUNERA","GUAPOTA",32,2468
2022,"Casanare","CASANARE","MANI",708,17769
2021,"Boyaca","NEIRA","GARAGOA",1239,18793
2021,"Antioquia","SUROESTE","FREDONIA",1798,25299
2021,"Boyaca","VALDERRAMA","TASCO",46,6041
2021,"Boyaca","NORTE (BOYACA)","COVARACHIA",64,2854
2022,"Tolima","NEVADOS","LERIDA",368,18640
2021,"Santander","GARCIA ROVIRA","SAN MIGUEL",36,2609
2021,"Huila","CENTRO (HUILA)","PITAL",527,14449
2022,"Bolivar","DIQUE BOLIVARENSE","SANTA CATALINA",38,15739
2022,"Boyaca","MARQUEZ","TURMEQUE",149,6391
2022,"Cundinamarca","ALTO MAGDALENA","GIRARDOT",23550,115482
2021,"Bolivar","DIQUE BOLIVARENSE","ARJONA",3293,73980
2021,"Casanare","CASANARE","TAURAMENA",2309,25476
2021,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","TEORAMA",44,18048
2022,"Meta","ARIARI","URIBE",453,9822
2022,"Tolima","SURORIENTE","SUAREZ",159,3901
2021,"Amazonas","AMAZONAS","LA VICTORIA",1,654
2021,"Sucre","MORROSQUILLO","SAN JOSE DE TOLUVIEJO",532,22463
2022,"Cauca","NORTE (CAUCA)","SUAREZ",53,33401
2022,"Bolivar","MONTES DE MARIA (BOLIVAR)","MARIA LA BAJA",2976,49995
2022,"Huila","SUR (HUILA)","TIMANA",1633,23101
2021,"Huila","SUR (HUILA)","PALESTINA",164,11765
2021,"Santander","GARCIA ROVIRA","GUACA",297,6121
2021,"Cesar","CENTRAL","PAILITAS",680,20465
2021,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","LA UNION",4825,34540
2021,"Narino","NORTE (NARINO)","POLICARPA",469,10180
2022,"Antioquia","SUROESTE","AMAGA",3397,31851
2022,"Cordoba","ALTO SINU","VALENCIA",2417,37841
2022,"Risaralda","UNO - VERTIENTE ORIENTAL","DOSQUEBRADAS",57858,225011
2021,"Boyaca","MARQUEZ","VIRACACHA",34,2908
2021,"Amazonas","AMAZONAS","PUERTO NARINO",36,10418
2021,"Boyaca","NORTE (BOYACA)","SATIVASUR",25,1119
2021,"Cundinamarca","GUALIVA","UTICA",298,4589
2021,"Risaralda","UNO - VERTIENTE ORIENTAL","PEREIRA",135324,479864
2021,"Santander","COMUNERA","SUAITA",75,10414
2022,"Bolivar","DIQUE BOLIVARENSE","CALAMAR",1209,24331
2021,"Casanare","CASANARE","HATO COROZAL",940,13141
2021,"Cauca","CENTRO (CAUCA)","PIENDAMO - TUNIA",1272,42578
2022,"Cundinamarca","MAGDALENA CENTRO","BELTRAN",96,2010
2022,"Cesar","CENTRAL","PAILITAS",770,20880
2021,"Cauca","SUR (CAUCA)","SANTA ROSA",50,5529
2021,"Tolima","IBAGUE","SAN LUIS",356,13336
2022,"Cundinamarca","UBATE","SUSA",322,7260
2021,"Risaralda","DOS - VERTIENTE OCCIDENTAL","BALBOA",167,6480
2021,"Narino","COSTA","BARBACOAS",309,57633
2021,"Norte De Santander","SUR ORIENTE","CHINACOTA",1621,19194
2021,"Meta","PIEDEMONTE","BARRANCA DE UPIA",261,6869
2021,"Boyaca","OCCIDENTE (BOYACA)","CALDAS",25,3223
2022,"Santander","SOTO","VETAS",99,2319
2021,"Santander","GUANENTA","CURITI",524,13010
2022,"Tolima","SUR (TOLIMA)","CHAPARRAL",4736,54059
2021,"Cundinamarca","UBATE","TAUSA",236,8823
2021,"Santander","VELEZ","EL PENON",20,5277
2022,"Caldas","CENTRO (CALDAS)","MANIZALES",103000,451812
2021,"Boyaca","MARQUEZ","NUEVO COLON",86,5307
2021,"Narino","CENTRO OCCIDENTE","TUQUERRES",1142,45932
2021,"Antioquia","ORIENTE (ANTIOQUIA)","GRANADA",3208,10497
2021,"Caqueta","CAQUETA","SAN JOSE DEL FRAGUA",47,13494
2021,"Cundinamarca","SABANA CENTRO","COGUA",2563,24426
2022,"Magdalena","SANTA MARTA","SANTA MARTA",107071,548202
2021,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","CALIMA",1241,19195
2022,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","BUGALAGRANDE",2539,25914
2021,"Cundinamarca","UBATE","CUCUNUBA",146,8356
2022,"Choco","SAN JUAN","ISTMINA",3208,32809
2022,"Cundinamarca","SUMAPAZ","ARBELAEZ",606,11807
2022,"Magdalena","NORTE (MAGDALENA)","ARACATACA",1444,44081
2022,"Atlantico","OCCIDENTAL","JUAN DE ACOSTA",390,23131
2022,"Huila","SUR (HUILA)","SALADOBLANCO",478,11124
2021,"Narino","SUR (NARINO)","CORDOBA",177,16008
2021,"Sucre","SABANAS (SUCRE)","BUENAVISTA",370,10933
2022,"Risaralda","DOS - VERTIENTE OCCIDENTAL","LA CELIA",67,7634
2022,"Cordoba","SAN JORGE (CORDOBA)","MONTELIBANO",3052,85254
2022,"Risaralda","UNO - VERTIENTE ORIENTAL","LA VIRGINIA",4306,28431
2022,"Amazonas","AMAZONAS","PUERTO ARICA",3,1076
2022,"Huila","CENTRO (HUILA)","TARQUI",656,18555
2022,"Antioquia","OCCIDENTE (ANTIOQUIA)","EBEJICO",1765,12605
2022,"Huila","SUR (HUILA)","OPORAPA",568,12400
2022,"Narino","CENTRO OCCIDENTE","ANCUYA",129,8987
2021,"Norte De Santander","SUR ORIENTE","HERRAN",170,7567
2022,"Cauca","CENTRO (CAUCA)","POPAYAN",69411,335826
2022,"Casanare","CASANARE","HATO COROZAL",670,13387
2022,"Norte De Santander","ORIENTAL","SAN CAYETANO",169,7943
2021,"Boyaca","SUGAMUXI","MONGUA",44,4803
2021,"Cauca","ORIENTE (CAUCA)","PURACE",69,18074
2021,"Santander","GUANENTA","SAN GIL",9481,61613
2021,"Boyaca","TUNDAMA","CERINZA",387,3830
2022,"Huila","NORTE (HUILA)","TELLO",84,12444
2022,"Narino","CENTRO OCCIDENTE","RICAURTE",43,20436
2021,"Boyaca","ORIENTE (BOYACA)","CHIVOR",11,2572
2022,"Caldas","ALTO ORIENTE","MARULANDA",33,2699
2021,"Tolima","ORIENTE (TOLIMA)","CARMEN DE APICALA",117,11003
2022,"Cauca","SUR (CAUCA)","MERCADERES",209,24533
2022,"Antioquia","NORTE (ANTIOQUIA)","SAN PEDRO DE LOS MILAGROS",3883,23193
2021,"Magdalena","SUR (MAGDALENA)","SAN ZENON",31,12886
2022,"Caldas","ALTO ORIENTE","MARQUETALIA",453,13547
2022,"Antioquia","BAJO CAUCA","EL BAGRE",13177,55363
2021,"Meta","ARIARI","SAN JUAN DE ARAMA",39,9547
2022,"Boyaca","RICAURTE","RAQUIRA",479,8341
2022,"Cundinamarca","BAJO MAGDALENA","PUERTO SALGAR",316,17585
2021,"Vaupes","VAUPES","PACOA",3,4460
2021,"Cundinamarca","GUALIVA","SUPATA",298,5670
2022,"Meta","ARIARI","PUERTO RICO",339,13471
2021,"Bolivar","DEPRESION MOMPOSINA","SAN FERNANDO",74,13439
2022,"Tolima","NEVADOS","SANTA ISABEL",30,5760
2021,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","TORO",1438,14883
2021,"Narino","CENTRO (NARINO)","SANDONA",570,20977
2021,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","RESTREPO",301,16317
2021,"Putumayo","PUTUMAYO","ORITO",2398,39264
2021,"Norte De Santander","SUR OCCIDENTE","MUTISCUA",64,4659
2022,"Bolivar","LOBA","SAN MARTIN DE LOBA",813,15790
2022,"Huila","NORTE (HUILA)","ALGECIRAS",1774,23742
2022,"Antioquia","ORIENTE (ANTIOQUIA)","LA UNION",1561,22692
2021,"Santander","COMUNERA","OIBA",353,10868
2022,"Santander","VELEZ","JESUS MARIA",23,3411
2021,"Choco","SAN JUAN","SAN JOSE DEL PALMAR",19,5394
2022,"Caqueta","CAQUETA","PUERTO RICO",492,27456
2022,"Norte De Santander","NORTE (NORTE DE SANTANDER)","BUCARASICA",23,7122
2021,"Cauca","SUR (CAUCA)","ARGELIA",328,27246
2021,"Boyaca","MARQUEZ","TURMEQUE",141,6324
2021,"Cordoba","BAJO SINU","MOMIL",480,20531
2021,"Risaralda","TRES - VERTIENTE DEL PACIFICO","PUEBLO RICO",402,16671
2021,"Boyaca","OCCIDENTE (BOYACA)","MUZO",23,8831
2021,"Huila","NORTE (HUILA)","HOBO",79,7578
2022,"Cordoba","CENTRO (CORDOBA)","MONTERIA",68559,518608
2022,"Cesar","SUR (CESAR)","GONZALEZ",10,4739
2022,"Narino","NORTE (NARINO)","EL TABLON DE GOMEZ",403,14881
2021,"Risaralda","UNO - VERTIENTE ORIENTAL","DOSQUEBRADAS",59357,224535
2022,"Boyaca","VALDERRAMA","TASCO",73,6107
2022,"Santander","SOTO","TONA",130,7560
2022,"Casanare","CASANARE","YOPAL",35360,187954
2021,"Meta","ARIARI","URIBE",217,9691
2021,"Valle Del Cauca","SUR (VALLE DEL CAUCA)","CANDELARIA",13395,93491
2021,"Bolivar","DIQUE BOLIVARENSE","MAHATES",812,29492
2021,"Choco","SAN JUAN","ISTMINA",2774,32170
2022,"Cauca","SUR (CAUCA)","PATIA",602,38548
2021,"Choco","DARIEN","RIOSUCIO",566,59695
2021,"Cundinamarca","UBATE","SUTATAUSA",260,6506
2021,"Antioquia","SUROESTE","CARAMANTA",433,4804
2021,"Caldas","ALTO OCCIDENTE","MARMATO",906,9143
2022,"Valle Del Cauca","SUR (VALLE DEL CAUCA)","JAMUNDI",46749,179813
2022,"Cundinamarca","GUAVIO","GUATAVITA",303,7145
2021,"Santander","GUANENTA","CHARALA",1000,12496
2021,"La Guajira","NORTE (LA GUAJIRA)","ALBANIA",1469,33478
2022,"Putumayo","PUTUMAYO","PUERTO LEGUIZAMO",304,31664
2022,"Cauca","SUR (CAUCA)","SAN SEBASTIAN",21,11496
2022,"Cauca","SUR (CAUCA)","SUCRE",13,9843
2021,"Quindio","CAPITAL (QUINDIO)","BUENAVISTA",42,3171
2022,"Antioquia","NORDESTE","YOLOMBO",1068,23605
2022,"Caldas","ALTO OCCIDENTE","RIOSUCIO",4774,53393
2021,"Caldas","NORTE (CALDAS)","ARANZAZU",307,10691
2021,"Antioquia","NORTE (ANTIOQUIA)","ANGOSTURA",527,11783
2022,"Norte De Santander","CENTRO (NORTE DE SANTANDER)","CUCUTILLA",36,9087
2022,"Magdalena","RIO","SALAMINA",483,11835
2021,"Cundinamarca","UBATE","SUSA",200,7032
2021,"Cesar","NORTE (CESAR)","VALLEDUPAR",85347,538601
2021,"Cauca","CENTRO (CAUCA)","TIMBIO",198,36873
2021,"Tolima","NEVADOS","VILLAHERMOSA",25,9644
2022,"Cundinamarca","GUALIVA","ALBAN",416,7251
2021,"Boyaca","LA LIBERTAD","PAJARITO",86,2462
2021,"Norte De Santander","SUR ORIENTE","BOCHALEMA",269,9054
2022,"Santander","GUANENTA","CURITI",1465,13118
2022,"Choco","ATRATO","LLORO",21,10265
2021,"Cundinamarca","RIO NEGRO","SAN CAYETANO",51,5211
2021,"Boyaca","VALDERRAMA","PAZ DE RIO",459,4370
2022,"Santander","VELEZ","EL PENON",11,5319
2022,"Antioquia","BAJO CAUCA","CAUCASIA",16272,96148
2022,"Antioquia","NORTE (ANTIOQUIA)","BELMIRA",386,6294
2021,"Valle Del Cauca","SUR (VALLE DEL CAUCA)","JAMUNDI",40061,179060
2021,"Huila","SUR (HUILA)","ELIAS",11,4418
2021,"Meta","PIEDEMONTE","SAN LUIS DE CUBARRAL",247,7461
2021,"Cauca","OCCIDENTE (CAUCA)","GUAPI",333,28594
2021,"Choco","PACIFICO NORTE","JURADO",146,7153
2022,"Vaupes","VAUPES","PACOA",2,4573
2022,"Antioquia","NORDESTE","ANORI",1863,19349
2021,"Cundinamarca","ALMEIDAS","VILLAPINZON",1009,18810
2022,"Cundinamarca","ORIENTE (CUNDINAMARCA)","FOSCA",259,6447
2022,"Santander","GARCIA ROVIRA","SAN MIGUEL",34,2647
2022,"Tolima","NEVADOS","LIBANO",2565,37689
2021,"Choco","SAN JUAN","TADO",1085,19069
2022,"Boyaca","CENTRO (BOYACA)","SOTAQUIRA",475,8601
2022,"Cundinamarca","GUALIVA","QUEBRADANEGRA",132,5240
2021,"Narino","NORTE (NARINO)","LA UNION",407,32835
2021,"Magdalena","SUR (MAGDALENA)","SAN SEBASTIAN DE BUENAVISTA",784,21430
2022,"Cauca","ORIENTE (CAUCA)","TOTORO",15,26065
2021,"Santander","COMUNERA","CONTRATACION",405,3760
2021,"Norte De Santander","ORIENTAL","LOS PATIOS",17889,100314
2021,"Norte De Santander","SUR ORIENTE","TOLEDO",230,17085
2021,"Atlantico","SUR (ATLANTICO)","MANATI",834,21237
2021,"Cundinamarca","ALTO MAGDALENA","AGUA DE DIOS",1478,12771
2022,"Valle Del Cauca","SUR (VALLE DEL CAUCA)","PRADERA",6243,49176
2022,"Cundinamarca","SABANA OCCIDENTE","EL ROSAL",3169,24565
2022,"Vichada","VICHADA","LA PRIMAVERA",32,10808
2022,"La Guajira","NORTE (LA GUAJIRA)","URIBIA",1237,188827
2021,"Huila","NORTE (HUILA)","BARAYA",28,8669
2021,"Cundinamarca","UBATE","GUACHETA",677,14538
2021,"Putumayo","PUTUMAYO","PUERTO ASIS",3819,69617
2021,"Cundinamarca","ALTO MAGDALENA","GIRARDOT",23170,111871
2022,"Choco","PACIFICO NORTE","NUQUI",526,17635
2022,"Cundinamarca","SUMAPAZ","SILVANIA",1852,24522
2021,"Antioquia","SUROESTE","TARSO",491,6394
2021,"Narino","COSTA","OLAYA HERRERA",99,25969
2022,"Bolivar","DEPRESION MOMPOSINA","MARGARITA",33,11572
2022,"Cordoba","SINU MEDIO","CERETE",7436,112124
2021,"Cesar","NOROCCIDENTAL","BOSCONIA",3911,44343
2021,"Tolima","IBAGUE","VALLE DE SAN JUAN",16,5456
2022,"Cundinamarca","GUAVIO","JUNIN",122,6396
2022,"Boyaca","GUTIERREZ","CUBARA",172,11069
2021,"Santander","COMUNERA","GAMBITA",49,4112
2021,"Antioquia","SUROESTE","CAICEDO",364,8640
2021,"Choco","SAN JUAN","UNION PANAMERICANA",29,7079
2022,"Meta","PIEDEMONTE","GUAMAL",1689,15133
2022,"Caldas","CENTRO (CALDAS)","PALESTINA",1218,15875
2022,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","LA VICTORIA",1570,12445
2022,"Vichada","VICHADA","SANTA ROSALIA",18,4475
2022,"Tolima","SURORIENTE","GUAMO",3799,34495
2021,"Santander","GUANENTA","VILLANUEVA",40,8538
2021,"Cordoba","SABANAS (CORDOBA)","CHINU",3363,50221
2022,"Cundinamarca","TEQUENDAMA","ANAPOIMA",1942,16600
2022,"Sucre","MORROSQUILLO","COVENAS",2172,20892
2021,"Cundinamarca","MEDINA","PARATEBUENO",64,9245
2021,"Boyaca","VALDERRAMA","JERICO",42,4032
2022,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","ULLOA",171,5788
2021,"Boyaca","OCCIDENTE (BOYACA)","OTANCHE",423,8334
2021,"Cordoba","SAN JORGE (CORDOBA)","AYAPEL",2262,48022
2021,"Caqueta","CAQUETA","LA MONTANITA",520,15238
2022,"Santander","VELEZ","FLORIAN",20,5965
2022,"Quindio","VALLE","QUIMBAYA",4503,31665
2022,"Antioquia","ORIENTE (ANTIOQUIA)","RIONEGRO",43950,144418
2022,"Magdalena","RIO","CERRO SAN ANTONIO",6,10954
2022,"Atlantico","SUR (ATLANTICO)","SANTA LUCIA",289,17593
2021,"Narino","NORTE (NARINO)","BELEN",175,6533
2021,"La Guajira","SUR (LA GUAJIRA)","HATONUEVO",1047,22825
2021,"Antioquia","VALLE DEL ABURRA","SABANETA",40811,87446
2021,"Santander","GUANENTA","VALLE DE SAN JOSE",535,6269
2022,"Caldas","ALTO ORIENTE","MANZANARES",579,18544
2021,"Antioquia","SUROESTE","ANGELOPOLIS",429,5963
2022,"Antioquia","NORTE (ANTIOQUIA)","SAN ANDRES DE CUERQUIA",660,7531
2022,"Boyaca","MARQUEZ","RONDON",10,2492
2022,"Cundinamarca","UBATE","SIMIJACA",2115,14662
2022,"Cundinamarca","ALTO MAGDALENA","NARINO",22,2644
2021,"Cundinamarca","ALTO MAGDALENA","GUATAQUI",40,3129
2021,"Santander","GUANENTA","COROMORO",10,5148
2021,"Magdalena","NORTE (MAGDALENA)","PUEBLOVIEJO",504,32819
2022,"Antioquia","OCCIDENTE (ANTIOQUIA)","OLAYA",351,3269
2022,"Atlantico","SUR (ATLANTICO)","LURUACO",593,30640
2022,"Cesar","CENTRAL","LA JAGUA DE IBIRICO",5279,52623
2021,"Antioquia","URABA","TURBO",16676,131021
2022,"Magdalena","NORTE (MAGDALENA)","EL RETEN",589,21406
2022,"Cundinamarca","UBATE","LENGUAZAQUE",863,11369
2021,"Caqueta","CAQUETA","VALPARAISO",311,7161
2022,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","VERSALLES",231,7421
2021,"Cesar","NOROCCIDENTAL","ASTREA",25,22021
2021,"Amazonas","AMAZONAS","EL ENCANTO",7,2074
2022,"Boyaca","TUNDAMA","CERINZA",207,3850
2021,"Cundinamarca","TEQUENDAMA","ANOLAIMA",1060,15043
2022,"Cundinamarca","GUALIVA","UTICA",196,4754
2022,"Santander","SOTO","GIRON",40382,172797
2021,"Atlantico","OCCIDENTAL","JUAN DE ACOSTA",998,22823
2021,"Norte De Santander","CENTRO (NORTE DE SANTANDER)","VILLA CARO",42,5548
2021,"Bolivar","MONTES DE MARIA (BOLIVAR)","SAN JUAN NEPOMUCENO",1127,39191
2021,"Tolima","ORIENTE (TOLIMA)","MELGAR",6913,37674
2022,"Cundinamarca","ALTO MAGDALENA","RICAURTE",4157,14826
2021,"La Guajira","SUR (LA GUAJIRA)","URUMITA",824,12025
2021,"Cundinamarca","TEQUENDAMA","LA MESA",3348,36321
2022,"Cundinamarca","GUAVIO","GAMA",301,3441
2021,"Casanare","CASANARE","VILLANUEVA",3349,38274
2022,"Huila","NORTE (HUILA)","AIPE",89,17134
2022,"Bolivar","MONTES DE MARIA (BOLIVAR)","SAN JUAN NEPOMUCENO",1031,39655
2022,"Bolivar","DIQUE BOLIVARENSE","SAN ESTANISLAO",989,19628
2022,"Boyaca","MARQUEZ","RAMIRIQUI",875,10436
2021,"Norte De Santander","ORIENTAL","EL ZULIA",989,29813
2021,"Boyaca","RICAURTE","SUTAMARCHAN",225,6379
2021,"Choco","ATRATO","MEDIO ATRATO",35,12252
2022,"Tolima","NEVADOS","MURILLO",14,4410
2021,"Cordoba","ALTO SINU","TIERRALTA",5071,97012
2021,"Cauca","ORIENTE (CAUCA)","JAMBALO",12,18735
2021,"Boyaca","MARQUEZ","RONDON",6,2472
2022,"Boyaca","CENTRO (BOYACA)","CUCAITA",131,3927
2021,"San Andres Y Providencia","ARCHIPIELAGO DE SAN ANDRES","SAN ANDRES",4158,56226
2022,"Boyaca","RICAURTE","CHITARAQUE",21,6105
2022,"Choco","ATRATO","ATRATO",20,6616
2022,"Santander","GARCIA ROVIRA","SAN ANDRES",18,9001
2021,"Putumayo","PUTUMAYO","MOCOA",2995,61796
2022,"Magdalena","CENTRO (MAGDALENA)","NUEVA GRANADA",300,21867
2022,"Valle Del Cauca","SUR (VALLE DEL CAUCA)","VIJES",324,13206
2022,"Caldas","NORTE (CALDAS)","AGUADAS",1908,23274
2022,"Amazonas","AMAZONAS","TARAPACA",25,4245
2022,"Narino","CENTRO OCCIDENTE","OSPINA",278,7346
2022,"Boyaca","NORTE (BOYACA)","BOAVITA",142,5305
2022,"La Guajira","SUR (LA GUAJIRA)","VILLANUEVA",522,32431
2021,"Caldas","ORIENTE (CALDAS)","VICTORIA",504,10343
2021,"Santander","MARES","BETULIA",39,6110
2022,"Narino","NORTE (NARINO)","ALBAN",297,9927
2022,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","YOTOCO",1148,16391
2022,"Boyaca","SUGAMUXI","MONGUI",348,4397
2021,"Santander","VELEZ","ALBANIA",9,4209
2022,"Antioquia","BAJO CAUCA","NECHI",2221,27451
2022,"Antioquia","SUROESTE","URRAO",2499,31602
2021,"Cundinamarca","RIO NEGRO","YACOPI",61,13124
2022,"Huila","NORTE (HUILA)","IQUIRA",399,9826
2021,"Sucre","SABANAS (SUCRE)","EL ROBLE",21,10054
2021,"Santander","GARCIA ROVIRA","CEPITA",5,2056
2022,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","EL CARMEN",107,14788
2021,"Santander","VELEZ","SAN BENITO",8,2985
2022,"Cundinamarca","SABANA CENTRO","TOCANCIPA",13900,45491
2022,"Bolivar","LOBA","ALTOS DEL ROSARIO",822,11953
2022,"Santander","VELEZ","LA PAZ",13,5147
2022,"Boyaca","NEIRA","SANTA MARIA",189,3675
2021,"Valle Del Cauca","OCCIDENTE (VALLE DEL CAUCA)","BUENAVENTURA",27525,321316
2022,"Caqueta","CAQUETA","SOLITA",209,6310
2021,"Santander","SOTO","RIONEGRO",419,26487
2021,"Boyaca","TUNDAMA","BUSBANZA",103,1164
2021,"Huila","SUR (HUILA)","PITALITO",13053,131018
2021,"Bolivar","MONTES DE MARIA (BOLIVAR)","EL GUAMO",104,9221
2021,"Boyaca","OCCIDENTE (BOYACA)","TUNUNGUA",5,1589
2021,"Cordoba","CENTRO (CORDOBA)","MONTERIA",68170,513732
2021,"Santander","VELEZ","CHIPATA",104,5207
2022,"Antioquia","VALLE DEL ABURRA","LA ESTRELLA",23490,76291
2021,"Narino","CENTRO OCCIDENTE","PROVIDENCIA",53,5718
2021,"Huila","NORTE (HUILA)","YAGUARA",444,8022
2021,"Antioquia","MAGDALENA MEDIO","PUERTO NARE",1130,14855
2022,"Choco","ATRATO","BOJAYA",168,13210
2022,"Narino","CENTRO OCCIDENTE","LOS ANDES",629,9687
2021,"Cundinamarca","TEQUENDAMA","CACHIPAY",263,10910
2021,"Sucre","MONTES DE MARIA (SUCRE)","MORROA",680,15930
2022,"Narino","NORTE (NARINO)","SAN PABLO",500,15712
2022,"Antioquia","NORDESTE","SANTO DOMINGO",436,12836
2021,"Santander","GUANENTA","CABRERA",9,1976
2022,"Caldas","NORTE (CALDAS)","PACORA",726,15606
2021,"Bolivar","DIQUE BOLIVARENSE","TURBACO",15402,112533
2021,"Bolivar","MONTES DE MARIA (BOLIVAR)","ZAMBRANO",545,12546
2022,"Antioquia","OCCIDENTE (ANTIOQUIA)","PEQUE",394,8504
2021,"Bolivar","DIQUE BOLIVARENSE","CARTAGENA",182011,1032133
2021,"Boyaca","OCCIDENTE (BOYACA)","CHIQUINQUIRA",6205,58918
2022,"La Guajira","NORTE (LA GUAJIRA)","MANAURE",581,95275
2022,"Santander","SOTO","CHARTA",41,2968
2021,"Antioquia","ORIENTE (ANTIOQUIA)","LA UNION",1815,22474
